        ,Src IP          ,Src Port ,Flow Byts/s         ,Flow Pkts/s          ,Flow Duration ,Active Mean           ,Fwd IAT Mean            ,Tot Fwd Pkts ,TotLen Fwd Pkts ,Label
1955863 ,172.31.64.107   ,   49576 ,331288.3435582822   ,6134.9693251533745   ,          326 ,       0.0            ,       0.0              ,           1 ,           46.0 ,Benign
4043755 ,172.31.66.66    ,   51721 ,180.22915506907302  ,1.00686678809538     ,    115208885 ,       0.0            , 3388496.6176470583     ,          35 ,         6475.0 ,Benign
7576286 ,172.31.65.55    ,   50276 ,0.0                 ,37735.84905660377    ,           53 ,       0.0            ,      53.0              ,           2 ,            0.0 ,Benign
6957822 ,72.139.38.226   ,   51248 ,1781.0941273428457  ,10.050510996694817   ,      1392964 ,       0.0            ,  232160.66666666663    ,           7 ,         1052.0 ,Benign
7482260 ,125.167.15.101  ,   65415 ,0.0                 ,15.181590802992291   ,       263477 ,       0.0            ,  131738.5              ,           3 ,            0.0 ,Benign
 803286 ,172.31.64.75    ,   52169 ,91526.73978452878   ,242.6477724934485    ,        61818 ,       0.0            ,    9876.0              ,           6 ,         1303.0 ,Benign
1828729 ,172.31.67.86    ,   54721 ,5911.468718478031   ,93.8328368012386     ,        42629 ,       0.0            ,   42154.0              ,           2 ,           62.0 ,Benign
4532611 ,151.80.83.127   ,   62013 ,495.9745909799869   ,3.4531026854597844   ,      5502298 ,       0.0            ,  500208.909090909      ,          12 ,         1148.0 ,Benign
 375257 ,192.0.77.2      ,     443 ,0.0                 ,62500.0              ,           32 ,       0.0            ,       0.0              ,           0 ,            0.0 ,Benign
7237408 ,172.31.64.39    ,   49829 ,58.31415376680188   ,1.417973343873602    ,      5641855 ,       0.0            ,    5086.333333333333   ,           4 ,           97.0 ,Benign
 358575 ,192.168.10.8    ,   60803 ,2336.351120196921   ,41.720555717802156   ,        95876 ,       0.0            ,       0.0              ,           1 ,           33.0 ,Benign
2417308 ,172.31.64.68    ,   57933 ,788844.6215139444   ,7968.127490039841    ,          251 ,       0.0            ,       0.0              ,           1 ,           51.0 ,Benign
 588792 ,172.31.64.122   ,   50720 ,147509.5785440613   ,5747.126436781609    ,          522 ,       0.0            ,     261.0              ,           3 ,           77.0 ,Benign
 358117 ,192.168.10.25   ,   55573 ,6133.787687976887   ,59.26364915919698    ,        67495 ,       0.0            ,       0.0              ,           1 ,           49.0 ,Benign
5779966 ,172.31.69.26    ,   51158 ,66.79870250664285   ,0.2644310787518744   ,    117232816 ,  188284.0            , 7327051.0              ,          17 ,         1822.0 ,Benign
2244935 ,172.31.64.42    ,   52696 ,125424.57777012538  ,250.44218698639787   ,        63887 ,       0.0            ,    9126.714285714283   ,           8 ,          511.0 ,Benign
6835731 ,172.31.67.102   ,   50274 ,132.45850560532915  ,0.5621424182491074   ,     33799264 ,   52605.0            , 3774812.875            ,           9 ,          863.0 ,Benign
2025548 ,216.58.211.170  ,     443 ,0.0                 ,54054.05405405405    ,           37 ,       0.0            ,       0.0              ,           1 ,            0.0 ,Benign
 651472 ,172.31.64.26    ,   49873 ,0.0                 ,24096.385542168675   ,           83 ,       0.0            ,      83.0              ,           2 ,            0.0 ,Benign
 589949 ,69.147.92.12    ,     443 ,1192307.6923076925  ,115384.61538461539   ,           26 ,       0.0            ,      26.0              ,           2 ,           31.0 ,Benign
4593069 ,172.31.67.12    ,   50318 ,127572.01646090535  ,12345.67901234568    ,          243 ,       0.0            ,     121.5              ,           3 ,           31.0 ,Benign
2185344 ,172.31.64.27    ,   62644 ,15193.311547765565  ,169.7576709247549    ,        23563 ,       0.0            ,   23260.0              ,           2 ,           92.0 ,Benign
3095559 ,201.217.212.98  ,   57762 ,0.0                 ,35.10095913370833    ,       113957 ,       0.0            ,   56978.5              ,           3 ,            0.0 ,Benign
4350311 ,172.31.66.91    ,   49166 ,86237.44831659776   ,1181.3349084465447   ,         1693 ,       0.0            ,       0.0              ,           1 ,           33.0 ,Benign
5028187 ,173.163.212.161 ,   59584 ,1666.9415379352893  ,9.162375620750948    ,      1637130 ,       0.0            ,  233875.71428571426    ,           8 ,         1148.0 ,Benign
5525651 ,172.31.68.6     ,   54568 ,6280.270370961733   ,106.44526052477514   ,        37578 ,       0.0            ,   37252.0              ,           2 ,           70.0 ,Benign
2471106 ,172.31.64.72    ,   61102 ,376712.3287671233   ,6849.315068493151    ,          292 ,       0.0            ,       0.0              ,           1 ,           39.0 ,Benign
2682032 ,172.31.64.92    ,   63320 ,176372.71214642265  ,3327.787021630616    ,          601 ,       0.0            ,       0.0              ,           1 ,           45.0 ,Benign
4209660 ,172.31.66.7     ,   52145 ,792.9574625361199   ,13.439956992137626   ,       297620 ,       0.0            ,  297221.0              ,           2 ,           66.0 ,Benign
 913720 ,172.31.65.113   ,   62518 ,2159.377190157786   ,25.255873569096913   ,       158379 ,       0.0            ,   30641.0              ,           2 ,           74.0 ,Benign
1373587 ,189.142.119.82  ,   52976 ,14.104173424916432  ,28.208346849832864   ,        70901 ,       0.0            ,   70901.0              ,           2 ,            1.0 ,Benign
3460917 ,87.103.174.241  ,   55838 ,0.0                 ,18.2907311719786     ,       218690 ,       0.0            ,  109345.0              ,           3 ,            0.0 ,Benign
3374773 ,172.31.66.108   ,   60980 ,124567.4740484429   ,988.6307464162135    ,         2023 ,       0.0            ,       0.0              ,           1 ,           41.0 ,Benign
 467238 ,104.16.26.92    ,     443 ,0.0                 ,29411.764705882353   ,           68 ,       0.0            ,       0.0              ,           0 ,            0.0 ,Benign
1734563 ,162.242.237.105 ,   56792 ,878.2216478257175   ,5.470783441933748    ,      3107416 ,       0.0            ,  345268.44444444444    ,          10 ,         1148.0 ,Benign
4127790 ,172.31.66.74    ,   53562 ,11.909894791846442  ,0.2606103893183029   ,    115114367 ,   41600.0            , 7674291.133333334      ,          16 ,          459.0 ,Benign
5830561 ,172.31.69.29    ,   57606 ,105442.1768707483   ,1133.7868480725624   ,         1764 ,       0.0            ,       0.0              ,           1 ,           48.0 ,Benign
4818685 ,172.31.67.45    ,   51410 ,0.0                 ,0.3324595557409448   ,      9023654 , 3008299.0            , 4511827.0              ,           3 ,            0.0 ,Benign
1663668 ,172.31.67.32    ,   50524 ,0.0                 ,12269.938650306749   ,          163 ,       0.0            ,     163.0              ,           2 ,            0.0 ,Benign
5321833 ,172.31.68.18    ,   61236 ,357388.3161512027   ,6872.852233676976    ,          291 ,       0.0            ,       0.0              ,           1 ,           36.0 ,Benign
4457769 ,172.31.67.112   ,   62707 ,100217.86492374729  ,2178.649237472767    ,          918 ,       0.0            ,       0.0              ,           1 ,           30.0 ,Benign
 626709 ,172.31.64.126   ,   61577 ,109346.3653023824   ,1221.7470983506414   ,         1637 ,       0.0            ,       0.0              ,           1 ,           45.0 ,Benign
 839218 ,172.31.64.84    ,   53255 ,95238.09523809524   ,1561.28024980484     ,         1281 ,       0.0            ,       0.0              ,           1 ,           35.0 ,Benign
7822334 ,185.129.148.159 ,   45111 ,455.7873422812964   ,3.2852111790880025   ,      7001072 ,       0.0            ,  538544.0              ,          14 ,         1460.0 ,Benign
5660210 ,172.31.69.16    ,   52303 ,438.70271805986135  ,1.1974359493086288   ,     15867237 ,   39239.0            , 2266748.1428571427     ,           8 ,          333.0 ,Benign
4335062 ,172.31.66.8     ,   64617 ,7873.154729360306   ,109.34937124111536   ,        36580 ,       0.0            ,   29400.0              ,           2 ,           72.0 ,Benign
 478819 ,192.168.10.15   ,   59538 ,1374449.3392070485  ,17621.14537444934    ,          227 ,       0.0            ,       0.0              ,           1 ,           45.0 ,Benign
6049181 ,145.239.183.169 ,   59641 ,573.1221644197627   ,4.389085499385528    ,      4328920 ,       0.0            ,  393538.1818181818     ,          12 ,         1052.0 ,Benign
7823905 ,172.31.67.83    ,   49957 ,0.0                 ,35087.71929824561    ,           57 ,       0.0            ,      57.0              ,           2 ,            0.0 ,Benign
1273927 ,172.31.66.123   ,   55849 ,17621.14537444934   ,163.15875346712352   ,        12258 ,       0.0            ,       0.0              ,           1 ,           44.0 ,Benign
1740143 ,172.31.67.54    ,   51845 ,0.0                 ,24390.243902439022   ,           82 ,       0.0            ,      82.0              ,           2 ,            0.0 ,Benign
6742555 ,216.58.198.78   ,      80 ,0.0                 ,38461.53846153846    ,           52 ,       0.0            ,       0.0              ,           1 ,            0.0 ,Benign
6887206 ,52.185.151.41   ,    2816 ,802.4007883417677   ,5.83093023421551     ,      3086986 ,       0.0            ,  308698.6              ,          11 ,         1048.0 ,Benign
3492084 ,172.31.66.122   ,   52977 ,201096.8921389397   ,3656.3071297989036   ,          547 ,       0.0            ,       0.0              ,           1 ,           39.0 ,Benign
 466281 ,192.168.10.5    ,   56984 ,476.3149554345778   ,1.1528397469170903   ,     10409079 ,   71337.0            ,   15987.666666666664   ,           4 ,          323.0 ,Benign
2404262 ,172.31.64.68    ,   51621 ,113.11366620058858  ,0.49122900781957984  ,     61071312 ,   29125.0            , 5089276.0              ,          13 ,          323.0 ,Benign
1405893 ,172.31.66.63    ,   51763 ,32.43260569700778   ,0.30821102345785295  ,    113558560 ,  335069.99999999994  , 6679245.117647057      ,          18 ,         1319.0 ,Benign
3881943 ,172.31.66.53    ,   64439 ,260442.26044226042  ,4914.004914004914    ,          407 ,       0.0            ,       0.0              ,           1 ,           45.0 ,Benign
2522617 ,172.31.64.77    ,   52438 ,220623.5011990408   ,4796.163069544365    ,          417 ,       0.0            ,       0.0              ,           1 ,           38.0 ,Benign
1289677 ,172.31.66.22    ,   53287 ,8159.722222222222   ,173.61111111111111   ,        11520 ,       0.0            ,       0.0              ,           1 ,           31.0 ,Benign
1086707 ,172.31.65.66    ,   55466 ,13607.029002410389  ,155.50890288469017   ,        12861 ,       0.0            ,       0.0              ,           1 ,           47.0 ,Benign
2206784 ,200.57.131.236  ,   64483 ,1042.4035557076656  ,6.111563536578472    ,      2617988 ,       0.0            ,  327248.5              ,           9 ,         1148.0 ,Benign
2483658 ,172.31.64.73    ,   51469 ,9699.512028079787   ,42.80455440458864    ,       350430 ,       0.0            ,   43803.75             ,           9 ,          522.0 ,Benign
1064957 ,172.31.65.56    ,   50379 ,324.17774222207424  ,0.7359313103792832   ,     43482319 ,  423098.0            , 3344790.6153846155     ,          14 ,          784.0 ,Benign
4805674 ,172.31.67.45    ,   50222 ,125.66146695331521  ,0.4017952580441733   ,    119463829 ,  691776.2727272727   , 5194079.52173913       ,          24 ,         8250.0 ,Benign
1652875 ,172.31.67.28    ,   54920 ,556016.5975103736   ,8298.755186721992    ,          241 ,       0.0            ,       0.0              ,           1 ,           43.0 ,Benign
 564580 ,172.31.64.115   ,   50382 ,11578.04459691252   ,142.93882218410522   ,        13992 ,       0.0            ,       0.0              ,           1 ,           30.0 ,Benign
3079059 ,8.6.0.1         ,       0 ,0.0                 ,0.5326605901101654   ,    112642086 ,35940534.0            , 1909187.8983050848     ,          60 ,            0.0 ,Benign
2780836 ,195.69.197.154  ,   53712 ,416.01497348572457  ,2.900654861001382    ,      6550245 ,       0.0            ,  727805.0              ,          10 ,         1144.0 ,Benign
 843946 ,34.228.46.114   ,     443 ,0.0                 ,83333.33333333333    ,           24 ,       0.0            ,       0.0              ,           1 ,            0.0 ,Benign
1969896 ,23.15.8.121     ,      80 ,0.0                 ,76923.07692307692    ,           26 ,       0.0            ,       0.0              ,           1 ,            0.0 ,Benign
6511686 ,204.62.193.124  ,   51120 ,1813.3048778705179  ,10.963149201151861   ,      1368220 ,       0.0            ,  195460.0              ,           8 ,         1052.0 ,Benign
6505443 ,172.31.65.80    ,   51801 ,32.2480375573191    ,0.2039939118017023   ,    117650570 ,  410128.5            , 9804214.166666666      ,          13 ,          602.0 ,Benign
4895234 ,172.31.67.53    ,   64984 ,6584.7234416154515  ,87.79631255487269    ,        45560 ,       0.0            ,   45343.0              ,           2 ,           86.0 ,Benign
4535977 ,172.31.67.117   ,   64802 ,6019.484119650448   ,105.604984555271     ,        37877 ,       0.0            ,   37286.0              ,           2 ,           86.0 ,Benign
3791775 ,188.190.211.200 ,   64666 ,0.0                 ,25.524691948874043   ,       156711 ,       0.0            ,   78355.5              ,           3 ,            0.0 ,Benign
1374887 ,172.31.66.54    ,   49551 ,108527.13178294574  ,1937.9844961240312   ,         1032 ,       0.0            ,       0.0              ,           1 ,           42.0 ,Benign
4048343 ,172.31.66.66    ,   52847 ,23.077621487364915  ,0.1480125375993474   ,     81074213 ,   69498.66666666669  ,11582030.428571427      ,           8 ,          864.0 ,Benign
3613599 ,172.31.66.20    ,   60111 ,265432.0987654321   ,6172.839506172839    ,          324 ,       0.0            ,       0.0              ,           1 ,           35.0 ,Benign
6116369 ,72.21.91.29     ,      80 ,0.0                 ,1.1547217438145887   ,      1732019 ,       0.0            , 1732019.0              ,           2 ,            0.0 ,Benign
6528320 ,172.31.66.102   ,   50874 ,1122837.3702422145  ,12110.726643598617   ,          578 ,       0.0            ,     139.5              ,           3 ,          161.0 ,Benign
1965277 ,172.31.64.107   ,   61764 ,18981.88093183779   ,143.80212827149842   ,        13908 ,       0.0            ,       0.0              ,           1 ,           30.0 ,Benign
7181294 ,172.31.64.120   ,   49634 ,0.0                 ,52631.57894736842    ,           38 ,       0.0            ,      38.0              ,           2 ,            0.0 ,Benign
6507722 ,172.31.65.80    ,   57776 ,205920.20592020592  ,2574.002574002574    ,          777 ,       0.0            ,       0.0              ,           1 ,           45.0 ,Benign
2640009 ,172.31.64.87    ,   52649 ,138989.16967509023  ,5415.162454873646    ,          554 ,       0.0            ,     277.0              ,           3 ,           77.0 ,Benign
 153899 ,192.168.10.5    ,   61190 ,1234.8036712190037  ,2.8276286288263255   ,      4597492 ,       0.0            ,  902406.6              ,           6 ,          643.0 ,Benign
5059815 ,92.223.231.190  ,     443 ,0.0                 ,46511.62790697674    ,           43 ,       0.0            ,      43.0              ,           2 ,            0.0 ,Benign
5580835 ,172.31.69.10    ,   49952 ,134944.61228600203  ,2014.0986908358511   ,          993 ,       0.0            ,       0.0              ,           1 ,           39.0 ,Benign
7632083 ,212.130.116.47  ,   58013 ,83.83294934729643   ,0.6143858508413077   ,     32552833 , 7422797.0            , 4069104.125            ,           9 ,         1148.0 ,Benign
4962371 ,172.31.67.61    ,   54667 ,0.0                 ,16806.72268907563    ,          119 ,       0.0            ,     119.0              ,           2 ,            0.0 ,Benign
5970909 ,172.31.64.113   ,   56012 ,188619.5995785037   ,2107.4815595363543   ,          949 ,       0.0            ,       0.0              ,           1 ,           47.0 ,Benign
3495935 ,172.31.66.124   ,   51017 ,0.11134426848363292 ,0.2449573906639924   ,     44905769 ,   21007.0            , 8981153.8              ,           6 ,            5.0 ,Benign
 898245 ,172.31.65.10    ,   65065 ,405063.29113924055  ,6329.113924050634    ,          316 ,       0.0            ,       0.0              ,           1 ,           56.0 ,Benign
6873239 ,172.31.67.107   ,   61715 ,5143.572770373021   ,89.45343948474819    ,        44716 ,       0.0            ,   30977.0              ,           2 ,           50.0 ,Benign
 301468 ,192.168.10.3    ,   60355 ,1456.5325006663875  ,19.039640531586763   ,       105044 ,       0.0            ,       0.0              ,           0 ,            0.0 ,Benign
 647260 ,172.31.64.17    ,   65213 ,17322.016282695306  ,173.22016282695304   ,        11546 ,       0.0            ,       0.0              ,           1 ,           36.0 ,Benign
2661846 ,172.31.64.8     ,   53122 ,156.9971147995083   ,0.6928607550811906   ,     77937738 , 1734937.3333333337   , 3542624.454545455      ,          23 ,         4904.0 ,Benign
7280604 ,185.222.56.82   ,   63083 ,235.53441931185455  ,1.6398512154361438   ,     11586417 ,       0.0            , 1655202.4285714286     ,           8 ,         1148.0 ,Benign
4620670 ,190.72.134.143  ,   60584 ,1640.3458872465364  ,27.088280706823536   ,       332247 ,       0.0            ,   83043.0              ,           5 ,          373.0 ,Benign
5040066 ,172.31.67.6     ,   57303 ,205983.88952819334  ,2301.4959723820484   ,          869 ,       0.0            ,       0.0              ,           1 ,           40.0 ,Benign
6667497 ,172.31.66.19    ,   60704 ,388278.38827838824  ,7326.007326007325    ,          273 ,       0.0            ,       0.0              ,           1 ,           45.0 ,Benign
3971992 ,172.31.66.60    ,   55073 ,34.47445273867943   ,0.3230651551343572   ,    117623332 ,  572279.5454545454   , 6917235.529411765      ,          18 ,         1969.0 ,Benign
7526874 ,152.101.118.11  ,   60860 ,1200.8969983295694  ,6.600753013903827    ,      2272468 ,       0.0            ,  324638.2857142857     ,           8 ,         1148.0 ,Benign
6570905 ,172.31.66.110   ,   50136 ,304347.8260869565   ,11857.707509881422   ,          253 ,       0.0            ,     126.5              ,           3 ,           77.0 ,Benign
 344206 ,172.217.12.206  ,      80 ,0.0                 ,29411.764705882353   ,           68 ,       0.0            ,       0.0              ,           0 ,            0.0 ,Benign
4183588 ,172.31.66.78    ,   54128 ,1111.6997067798761  ,3.2439442859056786   ,      6165334 , 1164435.0            ,  145554.37499999994    ,           9 ,         1845.0 ,Benign
7228330 ,190.205.168.65  ,   59559 ,375.76586177760606  ,12.737825822969697   ,       942076 ,       0.0            ,  157012.6666666667     ,           7 ,          184.0 ,Benign
5380272 ,172.31.68.21    ,     445 ,0.0                 ,58823.529411764706   ,           34 ,       0.0            ,      34.0              ,           2 ,            0.0 ,Benign
5555536 ,37.46.246.28    ,   57238 ,1357.2892293663479  ,7.515444237908903    ,      1995890 ,       0.0            ,  285127.14285714284    ,           8 ,         1128.0 ,Benign
3380943 ,172.31.66.108   ,   51944 ,0.0                 ,5.568347286683577    ,      1077519 ,       0.0            ,  530280.5              ,           3 ,            0.0 ,Benign
5970947 ,172.31.64.113   ,   49860 ,727.1417279668667   ,1.884557745378593    ,     10081941 ,   82383.0            ,   11769.0              ,           8 ,          772.0 ,Benign
 682014 ,172.31.64.38    ,   51791 ,461265.1030561478   ,4975.124378109453    ,         1407 ,       0.0            ,     292.5              ,           3 ,          161.0 ,Benign
4246937 ,172.31.66.81    ,   55025 ,3.85E7              ,1500000.0            ,            2 ,       0.0            ,       0.0              ,           1 ,           46.0 ,Benign
6752813 ,172.31.66.83    ,   54602 ,139226.51933701657  ,1104.9723756906078   ,         1810 ,       0.0            ,       0.0              ,           1 ,           29.0 ,Benign
5835173 ,172.31.69.30    ,   50915 ,0.0                 ,17241.379310344826   ,          116 ,       0.0            ,     116.0              ,           2 ,            0.0 ,Benign
2466746 ,172.31.64.72    ,   53390 ,31.498637208709827  ,0.32515798071458     ,    119941697 ,   79109.91666666669  , 7051435.529411768      ,          18 ,          344.0 ,Benign
7655406 ,172.31.65.87    ,    3389 ,0.0                 ,13986.013986013986   ,          143 ,       0.0            ,     143.0              ,           2 ,            0.0 ,Benign
 664611 ,172.31.64.35    ,   51300 ,0.0                 ,24390.243902439022   ,           82 ,       0.0            ,      82.0              ,           2 ,            0.0 ,Benign
7066015 ,23.36.33.160    ,     443 ,659574.4680851065   ,85106.38297872341    ,           47 ,       0.0            ,      11.5              ,           3 ,           31.0 ,Benign
6161203 ,172.31.64.34    ,   51648 ,41.93525354078805   ,0.24513653551357656  ,    118301419 ,  271870.0            , 7886761.266666668      ,          16 ,         1008.0 ,Benign
7408842 ,71.252.199.2    ,   54481 ,2075.0958087474905  ,11.405803272705151   ,      1315120 ,       0.0            ,  187874.28571428574    ,           8 ,         1148.0 ,Benign
2583595 ,144.21.81.16    ,   62763 ,1756.1550693291924  ,9.65273947964012     ,      1553963 ,       0.0            ,  221994.7142857143     ,           8 ,         1148.0 ,Benign
5454833 ,172.31.68.28    ,   49879 ,646153.8461538461   ,5128.205128205128    ,          390 ,       0.0            ,       0.0              ,           1 ,           78.0 ,Benign
2567074 ,66.212.179.70   ,   53839 ,755.2391429184223   ,4.98142344174848     ,      3613425 ,       0.0            ,  361342.5              ,          11 ,         1148.0 ,Benign
7397849 ,172.31.65.108   ,   53881 ,152519.54162555968  ,322.5316839948395    ,        52708 ,       0.0            ,    6588.5              ,           9 ,          513.0 ,Benign
2593115 ,172.31.64.83    ,   51253 ,38.37376325234246   ,0.21328236578669663  ,    117215504 ,   94126.0            , 9767958.666666666      ,          13 ,          628.0 ,Benign
3806919 ,172.31.66.40    ,   59144 ,6140.0401464163415  ,94.46215609871295    ,        42345 ,       0.0            ,   42052.0              ,           2 ,          102.0 ,Benign
3678550 ,144.21.81.16    ,   55037 ,1465.0925198678678  ,9.126629841610024    ,      1862681 ,       0.0            ,  206964.5555555556     ,          10 ,         1148.0 ,Benign
2142577 ,23.217.33.186   ,     443 ,Infinity            ,Infinity             ,            0 ,       0.0            ,       0.0              ,           2 ,           31.0 ,Benign
6705760 ,172.31.66.58    ,   52350 ,7.685734259958498   ,0.2599459163458342   ,    115408622 ,  492778.09090909094  , 8875103.307692308      ,          14 ,           11.0 ,Benign
 982855 ,172.31.65.28    ,   50645 ,5388.864534587734   ,5.450250574798702    ,     53025085 ,  680806.2            ,  710741.5901639344     ,          62 ,         6004.0 ,Benign
6372587 ,172.31.65.25    ,   64615 ,82327.89212207239   ,1419.4464158977999   ,         1409 ,       0.0            ,       0.0              ,           1 ,           36.0 ,Benign
3832551 ,172.31.66.48    ,   53959 ,168243.95373291272  ,2103.049421661409    ,          951 ,       0.0            ,       0.0              ,           1 ,           32.0 ,Benign
7860969 ,93.85.95.72     ,   49527 ,1103.3014359855313  ,21.77568623655654    ,       413305 ,       0.0            ,  103310.0              ,           5 ,          286.0 ,Benign
3749972 ,172.31.66.37    ,   54218 ,44.41160470102477   ,0.21368170083249022  ,    116996448 ,  374739.5            , 9749704.0              ,          13 ,          594.0 ,Benign
6761057 ,172.31.66.90    ,   49442 ,50680.16223394709   ,191.42648624720337   ,        83583 ,       0.0            ,   10447.875            ,           9 ,          511.0 ,Benign
2588666 ,103.255.6.64    ,   39244 ,556.193199074475    ,10.977497350154112   ,       819859 ,       0.0            ,  204948.75             ,           5 ,          286.0 ,Benign
4293028 ,34.235.248.238  ,     443 ,0.0                 ,105263.15789473684   ,           19 ,       0.0            ,       0.0              ,           1 ,            0.0 ,Benign
7389628 ,172.31.65.108   ,   50249 ,0.0                 ,31746.031746031746   ,           63 ,       0.0            ,      63.0              ,           2 ,            0.0 ,Benign
7755146 ,172.31.67.30    ,   49785 ,0.0                 ,0.03663009164226217  ,     54599918 ,       0.0            ,54599918.0              ,           2 ,            0.0 ,Benign
 470118 ,192.168.10.12   ,   54078 ,4759.580180619966   ,122.040517451794     ,        32776 ,       0.0            ,       0.0              ,           1 ,           31.0 ,Benign
5794886 ,212.92.115.147  ,   17897 ,1457.0939876719845  ,8.06807302143956     ,      1859180 ,       0.0            ,  265597.14285714284    ,           8 ,         1128.0 ,Benign
4098546 ,172.31.66.70    ,   52517 ,303370.78651685396  ,5617.9775280898875   ,          356 ,       0.0            ,       0.0              ,           1 ,           46.0 ,Benign
1231151 ,5.39.217.113    ,   65004 ,1020.7749750740995  ,6.4057491975857115   ,      2653866 ,       0.0            ,  294874.0              ,          10 ,         1128.0 ,Benign
 350567 ,157.240.2.35    ,     443 ,0.0                 ,40816.32653061225    ,           49 ,       0.0            ,       0.0              ,           0 ,            0.0 ,Benign
1316134 ,172.31.66.42    ,   54795 ,316017.316017316    ,4329.004329004329    ,          462 ,       0.0            ,       0.0              ,           1 ,           41.0 ,Benign
2531451 ,172.31.64.79    ,   52780 ,27084.594984024894  ,146.177459435755     ,        47887 ,       0.0            ,   11954.0              ,           3 ,          437.0 ,Benign
1988836 ,172.31.64.108   ,   62494 ,144772.1179624665   ,1340.4825737265414   ,         1492 ,       0.0            ,       0.0              ,           1 ,           44.0 ,Benign
4719867 ,172.31.67.29    ,   50320 ,136178.86178861788  ,2032.5203252032518   ,          984 ,       0.0            ,       0.0              ,           1 ,           39.0 ,Benign
5277182 ,52.207.156.239  ,     443 ,0.0                 ,111111.11111111111   ,           18 ,       0.0            ,       0.0              ,           1 ,            0.0 ,Benign
6313576 ,104.90.76.16    ,     443 ,289719.6261682243   ,37383.17757009346    ,          107 ,       0.0            ,      53.5              ,           3 ,           31.0 ,Benign
4365317 ,172.31.66.94    ,   63202 ,273972.602739726    ,6849.315068493151    ,          292 ,       0.0            ,       0.0              ,           1 ,           32.0 ,Benign
3037262 ,172.31.65.44    ,   54707 ,160465.11627906977  ,2325.5813953488373   ,          860 ,       0.0            ,       0.0              ,           1 ,           28.0 ,Benign
3783599 ,172.31.66.38    ,   63010 ,111549.85192497532  ,1974.3336623889438   ,         1013 ,       0.0            ,       0.0              ,           1 ,           34.0 ,Benign
2471283 ,172.31.64.72    ,   61956 ,125000.0            ,1923.0769230769233   ,         1040 ,       0.0            ,       0.0              ,           1 ,           51.0 ,Benign
6373149 ,172.31.65.25    ,   60871 ,2824.698098542153   ,37.915410718686616   ,       105498 ,       0.0            ,   31371.0              ,           2 ,           60.0 ,Benign
3233338 ,172.31.65.85    ,   54645 ,8577.555396711936   ,238.26542768644268   ,        16788 ,       0.0            ,   16443.0              ,           2 ,           56.0 ,Benign
2975853 ,172.31.65.39    ,   58502 ,82758.62068965517   ,1149.4252873563219   ,         1740 ,       0.0            ,       0.0              ,           1 ,           42.0 ,Benign
1347561 ,8.6.0.1         ,       0 ,0.0                 ,0.026633086723970887 ,    112641844 ,       0.0            ,56320922.0              ,           3 ,            0.0 ,Benign
6728803 ,172.31.66.69    ,   59347 ,56179.77528089888   ,1404.4943820224719   ,         1424 ,       0.0            ,       0.0              ,           1 ,           32.0 ,Benign
4180384 ,172.31.66.78    ,   51452 ,546.0212328180465   ,0.9123830402975098   ,     62473761 , 3680449.0            , 2839716.4090909087     ,          23 ,         1092.0 ,Benign
3650909 ,209.85.203.102  ,      80 ,0.0                 ,2000000.0            ,            1 ,       0.0            ,       1.0              ,           2 ,            0.0 ,Benign
2205495 ,172.31.64.28    ,   60781 ,322580.6451612903   ,6451.612903225807    ,          310 ,       0.0            ,       0.0              ,           1 ,           42.0 ,Benign
4243051 ,142.0.160.53    ,     443 ,0.0                 ,153846.15384615384   ,           13 ,       0.0            ,      13.0              ,           2 ,            0.0 ,Benign
 615942 ,34.251.193.116  ,     443 ,0.0                 ,74074.07407407407    ,           27 ,       0.0            ,       0.0              ,           1 ,            0.0 ,Benign
5505993 ,172.31.68.5     ,   57468 ,79617.83439490445   ,1061.5711252653928   ,         1884 ,       0.0            ,       0.0              ,           1 ,           37.0 ,Benign
5336847 ,172.31.68.19    ,   60915 ,438661.71003717475  ,7434.9442379182165   ,          269 ,       0.0            ,       0.0              ,           1 ,           51.0 ,Benign
6157603 ,202.150.136.211 ,   60456 ,0.0                 ,17.14817307651086    ,       233261 ,       0.0            ,  116630.5              ,           3 ,            0.0 ,Benign
7608271 ,200.166.218.26  ,   61870 ,902.9971187262988   ,17.82231155380853    ,       504985 ,       0.0            ,  126233.0              ,           5 ,          286.0 ,Benign
2994604 ,144.21.81.16    ,   56749 ,1370.2798403666666  ,8.536004868535484    ,      1991564 ,       0.0            ,  221284.88888888888    ,          10 ,         1148.0 ,Benign
1403450 ,172.31.66.63    ,   50804 ,657548.125633232    ,7092.198581560284    ,          987 ,       0.0            ,     266.0              ,           3 ,          161.0 ,Benign
3503357 ,172.31.66.124   ,   65344 ,68493.1506849315    ,1369.8630136986303   ,         1460 ,       0.0            ,       0.0              ,           1 ,           35.0 ,Benign
2515208 ,172.31.64.77    ,     445 ,0.0                 ,42553.19148936171    ,           47 ,       0.0            ,      47.0              ,           2 ,            0.0 ,Benign
3419702 ,172.31.66.113   ,   65035 ,169187.14555765598  ,1890.359168241966    ,         1058 ,       0.0            ,       0.0              ,           1 ,           40.0 ,Benign
2451580 ,172.31.64.70    ,   57182 ,4208.222867483061   ,56.10963823310749    ,        71289 ,       0.0            ,   70760.0              ,           2 ,           82.0 ,Benign
6742354 ,172.31.66.79    ,     445 ,0.0                 ,54054.05405405405    ,           37 ,       0.0            ,      37.0              ,           2 ,            0.0 ,Benign
